Input,Input Type,MGI Gene/Marker ID,Symbol,Name,Feature Type
FGFR1,current symbol,MGI:95522,Fgfr1,fibroblast growth factor receptor 1,protein coding gene
FGFR2,current symbol,MGI:95523,Fgfr2,fibroblast growth factor receptor 2,protein coding gene
FGFR3,current symbol,MGI:95524,Fgfr3,fibroblast growth factor receptor 3,protein coding gene
FGFRL1,current symbol,MGI:2150920,Fgfrl1,fibroblast growth factor receptor-like 1,protein coding gene
FIBCD1,current symbol,MGI:2138953,Fibcd1,fibrinogen C domain containing 1,protein coding gene
FIT1,synonym,MGI:1915930,Fitm1,fat storage-inducing transmembrane protein 1,protein coding gene
FKBP8,current symbol,MGI:1341070,Fkbp8,FK506 binding protein 8,protein coding gene
FLRT1,current symbol,MGI:3026647,Flrt1,fibronectin leucine rich transmembrane protein 1,protein coding gene
FLRT2,current symbol,MGI:3603594,Flrt2,fibronectin leucine rich transmembrane protein 2,protein coding gene
FLRT3,current symbol,MGI:1918686,Flrt3,fibronectin leucine rich transmembrane protein 3,protein coding gene
FLT3,current symbol,MGI:95559,Flt3,FMS-like tyrosine kinase 3,protein coding gene
FLT3LG,human symbol,MGI:95560,Flt3l,FMS-like tyrosine kinase 3 ligand,protein coding gene
FLT4,current symbol,MGI:95561,Flt4,FMS-like tyrosine kinase 4,protein coding gene
FMR1NB,current symbol,MGI:2672032,Fmr1nb,fragile X mental retardation 1 neighbor,protein coding gene
FNDC3A,current symbol,MGI:1196463,Fndc3a,fibronectin type III domain containing 3A,protein coding gene
FNDC3B,current symbol,MGI:1919257,Fndc3b,fibronectin type III domain containing 3B,protein coding gene
FNDC4,current symbol,MGI:1917195,Fndc4,fibronectin type III domain containing 4,protein coding gene
FNDC5,current symbol,MGI:1917614,Fndc5,fibronectin type III domain containing 5,protein coding gene
C5orf40,human synonym,MGI:2443410,Fndc9,fibronectin type III domain containing 9,protein coding gene
FOLR1,current symbol,MGI:95568,Folr1,folate receptor 1 (adult),protein coding gene
FPR1,current symbol,MGI:107443,Fpr1,formyl peptide receptor 1,protein coding gene
FPR2,current symbol,MGI:1278319,Fpr2,formyl peptide receptor 2,protein coding gene
FPR3,current symbol,MGI:1194495,Fpr3,formyl peptide receptor 3,protein coding gene
FRAS1,current symbol,MGI:2385368,Fras1,Fraser extracellular matrix complex subunit 1,protein coding gene
FREM2,current symbol,MGI:2444465,Frem2,Fras1 related extracellular matrix protein 2,protein coding gene
FRRS1,current symbol,MGI:108076,Frrs1,ferric-chelate reductase 1,protein coding gene
C9orf4,human synonym,MGI:2442704,Frrs1l,ferric-chelate reductase 1 like,protein coding gene
FSHR,current symbol,MGI:95583,Fshr,follicle stimulating hormone receptor,protein coding gene
FXYD1,current symbol,MGI:1889273,Fxyd1,FXYD domain-containing ion transport regulator 1,protein coding gene
FXYD2,current symbol,MGI:1195260,Fxyd2,FXYD domain-containing ion transport regulator 2,protein coding gene
FXYD3,current symbol,MGI:107497,Fxyd3,FXYD domain-containing ion transport regulator 3,protein coding gene
FXYD4,current symbol,MGI:1889005,Fxyd4,FXYD domain-containing ion transport regulator 4,protein coding gene
FXYD5,current symbol,MGI:1201785,Fxyd5,FXYD domain-containing ion transport regulator 5,protein coding gene
FXYD6,current symbol,MGI:1890226,Fxyd6,FXYD domain-containing ion transport regulator 6,protein coding gene
FZD1,current symbol,MGI:1196625,Fzd1,frizzled class receptor 1,protein coding gene
FZD10,current symbol,MGI:2136761,Fzd10,frizzled class receptor 10,protein coding gene
FZD10,rat synonym,MGI:1888513,Fzd2,frizzled class receptor 2,protein coding gene
FZD3,current symbol,MGI:108476,Fzd3,frizzled class receptor 3,protein coding gene
FZD4,current symbol,MGI:108520,Fzd4,frizzled class receptor 4,protein coding gene
FZD5,current symbol,MGI:108571,Fzd5,frizzled class receptor 5,protein coding gene
FZD6,current symbol,MGI:108474,Fzd6,frizzled class receptor 6,protein coding gene
FZD7,current symbol,MGI:108570,Fzd7,frizzled class receptor 7,protein coding gene
FZD8,current symbol,MGI:108460,Fzd8,frizzled class receptor 8,protein coding gene
FZD3,human synonym,MGI:1313278,Fzd9,frizzled class receptor 9,protein coding gene
CDH1,synonym,MGI:1926790,Fzr1,fizzy/cell division cycle 20 related 1 (Drosophila),protein coding gene
C6orf25,human synonym,MGI:2146995,G6b,immunoreceptor tyrosine-based inhibitory motif (ITIM) containing platelet receptor,protein coding gene
G6PC2,"frog, western clawed symbol",MGI:95607,G6pc,"glucose-6-phosphatase, catalytic",protein coding gene
G6PC2,current symbol,MGI:1277193,G6pc2,"glucose-6-phosphatase, catalytic, 2",protein coding gene
G6PC3,current symbol,MGI:1915651,G6pc3,"glucose 6 phosphatase, catalytic, 3",protein coding gene
GABBR1,current symbol,MGI:1860139,Gabbr1,"gamma-aminobutyric acid (GABA) B receptor, 1",protein coding gene
GABBR2,current symbol,MGI:2386030,Gabbr2,"gamma-aminobutyric acid (GABA) B receptor, 2",protein coding gene
GABRA1,current symbol,MGI:95613,Gabra1,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 1",protein coding gene
GABRA2,current symbol,MGI:95614,Gabra2,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2",protein coding gene
GABRA3,current symbol,MGI:95615,Gabra3,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3",protein coding gene
GABRA4,current symbol,MGI:95616,Gabra4,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4",protein coding gene
GABRA5,current symbol,MGI:95617,Gabra5,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 5",protein coding gene
GABRA6,current symbol,MGI:95618,Gabra6,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 6",protein coding gene
GABRB1,current symbol,MGI:95619,Gabrb1,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 1",protein coding gene
GABRB2,current symbol,MGI:95620,Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2",protein coding gene
GABRB3,current symbol,MGI:95621,Gabrb3,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 3",protein coding gene
GABRD,current symbol,MGI:95622,Gabrd,"gamma-aminobutyric acid (GABA) A receptor, subunit delta",protein coding gene
GABRE,current symbol,MGI:1330235,Gabre,"gamma-aminobutyric acid (GABA) A receptor, subunit epsilon",protein coding gene
GABRG1,current symbol,MGI:103156,Gabrg1,"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1",protein coding gene
GABRG2,current symbol,MGI:95623,Gabrg2,"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2",protein coding gene
GABRG3,current symbol,MGI:95624,Gabrg3,"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3",protein coding gene
GABRP,current symbol,MGI:2387597,Gabrp,"gamma-aminobutyric acid (GABA) A receptor, pi",protein coding gene
GABRQ,current symbol,MGI:1888498,Gabrq,"gamma-aminobutyric acid (GABA) A receptor, subunit theta",protein coding gene
GABRR1,current symbol,MGI:95625,Gabrr1,"gamma-aminobutyric acid (GABA) C receptor, subunit rho 1",protein coding gene
GABRR2,current symbol,MGI:95626,Gabrr2,"gamma-aminobutyric acid (GABA) C receptor, subunit rho 2",protein coding gene
GALR1,current symbol,MGI:1096364,Galr1,galanin receptor 1,protein coding gene
GALR2,current symbol,MGI:1337018,Galr2,galanin receptor 2,protein coding gene
GALR3,current symbol,MGI:1329003,Galr3,galanin receptor 3,protein coding gene
GCGR,current symbol,MGI:99572,Gcgr,glucagon receptor,protein coding gene
GDAP1,current symbol,MGI:1338002,Gdap1,ganglioside-induced differentiation-associated-protein 1,protein coding gene
GDAP1L1,current symbol,MGI:2385163,Gdap1l1,ganglioside-induced differentiation-associated protein 1-like 1,protein coding gene
GDPD1,current symbol,MGI:1913819,Gdpd1,glycerophosphodiester phosphodiesterase domain containing 1,protein coding gene
GDPD2,current symbol,MGI:1918834,Gdpd2,glycerophosphodiester phosphodiesterase domain containing 2,protein coding gene
GDPD3,current symbol,MGI:1915866,Gdpd3,glycerophosphodiester phosphodiesterase domain containing 3,protein coding gene
GDPD4,current symbol,MGI:3606573,Gdpd4,glycerophosphodiester phosphodiesterase domain containing 4,protein coding gene
GDPD5,current symbol,MGI:2686926,Gdpd5,glycerophosphodiester phosphodiesterase domain containing 5,protein coding gene
GFRAL,current symbol,MGI:3607786,Gfral,GDNF family receptor alpha like,protein coding gene
GGCX,current symbol,MGI:1927655,Ggcx,gamma-glutamyl carboxylase,protein coding gene
GGT1,current symbol,MGI:95706,Ggt1,gamma-glutamyltransferase 1,protein coding gene
GGT7,current symbol,MGI:1913385,Ggt7,gamma-glutamyltransferase 7,protein coding gene
GHITM,current symbol,MGI:1913342,Ghitm,growth hormone inducible transmembrane protein,protein coding gene
GHR,current symbol,MGI:95708,Ghr,growth hormone receptor,protein coding gene
GHRHR,current symbol,MGI:95710,Ghrhr,growth hormone releasing hormone receptor,protein coding gene
GHR,synonym,MGI:1930008,Ghrl,ghrelin,protein coding gene
GHSR,current symbol,MGI:2441906,Ghsr,growth hormone secretagogue receptor,protein coding gene
C6orf72,human synonym,MGI:2384905,Ginm1,glycoprotein integral membrane 1,protein coding gene
GIPR,current symbol,MGI:1352753,Gipr,gastric inhibitory polypeptide receptor,protein coding gene
GJA1,current symbol,MGI:95713,Gja1,"gap junction protein, alpha 1",protein coding gene
GJA10,current symbol,MGI:1339969,Gja10,"gap junction protein, alpha 10",protein coding gene
GJA3,current symbol,MGI:95714,Gja3,"gap junction protein, alpha 3",protein coding gene
GJA4,current symbol,MGI:95715,Gja4,"gap junction protein, alpha 4",protein coding gene
GJA5,current symbol,MGI:95716,Gja5,"gap junction protein, alpha 5",protein coding gene
GJA8,current symbol,MGI:99953,Gja8,"gap junction protein, alpha 8",protein coding gene
GJB1,current symbol,MGI:95719,Gjb1,"gap junction protein, beta 1",protein coding gene
GJB2,current symbol,MGI:95720,Gjb2,"gap junction protein, beta 2",protein coding gene
GJB3,current symbol,MGI:95721,Gjb3,"gap junction protein, beta 3",protein coding gene
GJB4,current symbol,MGI:95722,Gjb4,"gap junction protein, beta 4",protein coding gene
GJB5,current symbol,MGI:95723,Gjb5,"gap junction protein, beta 5",protein coding gene
GJB2,"frog, western clawed symbol",MGI:107588,Gjb6,"gap junction protein, beta 6",protein coding gene
GJC1,current symbol,MGI:95718,Gjc1,"gap junction protein, gamma 1",protein coding gene
GJC2,current symbol,MGI:2153060,Gjc2,"gap junction protein, gamma 2",protein coding gene
GJC3,current symbol,MGI:2153041,Gjc3,"gap junction protein, gamma 3",protein coding gene
GJA9,old symbol,MGI:1334209,Gjd2,"gap junction protein, delta 2",protein coding gene
GJC1,old symbol,MGI:2384150,Gjd3,"gap junction protein, delta 3",protein coding gene
GJD4,current symbol,MGI:2444990,Gjd4,"gap junction protein, delta 4",protein coding gene
EBP,human synonym,MGI:88151,Glb1,"galactosidase, beta 1",protein coding gene
GLIPR1,current symbol,MGI:1920940,Glipr1,GLI pathogenesis-related 1 (glioma),protein coding gene
C1orf85,human synonym,MGI:1913318,Glmp,glycosylated lysosomal membrane protein,protein coding gene
GLP1R,current symbol,MGI:99571,Glp1r,glucagon-like peptide 1 receptor,protein coding gene
GLP2R,current symbol,MGI:2136733,Glp2r,glucagon-like peptide 2 receptor,protein coding gene
GLRA1,current symbol,MGI:95747,Glra1,"glycine receptor, alpha 1 subunit",protein coding gene
GLRA2,current symbol,MGI:95748,Glra2,"glycine receptor, alpha 2 subunit",protein coding gene
GLRA3,current symbol,MGI:95749,Glra3,"glycine receptor, alpha 3 subunit",protein coding gene
GLRB,current symbol,MGI:95751,Glrb,"glycine receptor, beta subunit",protein coding gene
OR2D2,human symbol,MGI:3647188,Gm10081,predicted gene 10081,protein coding gene
HLA-A,human symbol,MGI:3702919,Gm10499,predicted gene 10499,pseudogene
HLA-F,human symbol,MGI:3779381,Gm11127,predicted gene 11127,protein coding gene
C17orf78,human symbol,MGI:3650287,Gm11437,predicted gene 11437,protein coding gene
IL11RA,human symbol,MGI:3801997,Gm13305,predicted gene 13305,protein coding gene
SLC28A2,human symbol,MGI:3702173,Gm14085,predicted gene 14085,protein coding gene
LILRB3,human symbol,MGI:3709645,Gm14548,predicted gene 14548,protein coding gene
LILRB3,human symbol,MGI:3705216,Gm15448,predicted gene 15448,protein coding gene
LILRB3,human symbol,MGI:3805553,Gm15931,predicted gene 15931,pseudogene
IL11RA,human symbol,MGI:3780172,Gm2002,predicted gene 2002,protein coding gene
EVI2B,human symbol,MGI:5439444,Gm21975,predicted gene 21975,protein coding gene
OR10H5,human symbol,MGI:3782645,Gm4461,predicted gene 4461,protein coding gene
SLCO1A2,human symbol,MGI:3643685,Gm5724,predicted gene 5724,protein coding gene
TEDDM1,"frog, western clawed symbol",MGI:3644103,Gm6551,predicted gene 6551,protein coding gene
TEDDM1,"frog, western clawed symbol",MGI:3779606,Gm6557,predicted gene 6557,protein coding gene
SLCO1A2,human symbol,MGI:3647159,Gm6614,predicted gene 6614,protein coding gene
HLA-F,human symbol,MGI:3647514,Gm7030,predicted gene 7030,protein coding gene
LRRC37A,human synonym,MGI:2685730,Gm884,predicted gene 884,protein coding gene
HLA-A,human symbol,MGI:3704134,Gm8909,predicted gene 8909,protein coding gene
MUC21,synonym,MGI:3779983,Gm9573,predicted gene 9573,protein coding gene
UNC93A,human symbol,MGI:3712668,Gm9992,predicted gene 9992,protein coding gene
HLA-DQB1,human synonym,MGI:95775,Gnao1,"guanine nucleotide binding protein, alpha O",protein coding gene
GNRHR,current symbol,MGI:95790,Gnrhr,gonadotropin releasing hormone receptor,protein coding gene
GOLGA5,current symbol,MGI:1351475,Golga5,"golgi autoantigen, golgin subfamily a, 5",protein coding gene
GOLT1A,current symbol,MGI:1915588,Golt1a,golgi transport 1A,protein coding gene
GOLT1B,current symbol,MGI:1914214,Golt1b,golgi transport 1B,protein coding gene
GP1BA,current symbol,MGI:1333744,Gp1ba,"glycoprotein 1b, alpha polypeptide",protein coding gene
GP1BB,current symbol,MGI:107852,Gp1bb,"glycoprotein Ib, beta polypeptide",protein coding gene
GP2,current symbol,MGI:1914383,Gp2,glycoprotein 2 (zymogen granule membrane),protein coding gene
GP5,current symbol,MGI:1096363,Gp5,glycoprotein 5 (platelet),protein coding gene
GP6,current symbol,MGI:1889810,Gp6,glycoprotein 6 (platelet),protein coding gene
GP9,current symbol,MGI:1860137,Gp9,glycoprotein 9 (platelet),protein coding gene
GPA33,current symbol,MGI:1891703,Gpa33,glycoprotein A33 (transmembrane),protein coding gene
GPAA1,current symbol,MGI:1202392,Gpaa1,GPI anchor attachment protein 1,protein coding gene
AGPAT6,old symbol,MGI:2142716,Gpat4,glycerol-3-phosphate acyltransferase 4,protein coding gene
GPBAR1,current symbol,MGI:2653863,Gpbar1,G protein-coupled bile acid receptor 1,protein coding gene
GPER,old symbol,MGI:1924104,Gper1,G protein-coupled estrogen receptor 1,protein coding gene
GPM6A,current symbol,MGI:107671,Gpm6a,glycoprotein m6a,protein coding gene
GPM6B,current symbol,MGI:107672,Gpm6b,glycoprotein m6b,protein coding gene
GPNMB,current symbol,MGI:1934765,Gpnmb,glycoprotein (transmembrane) nmb,protein coding gene
GPR1,current symbol,MGI:2385324,Gpr1,G protein-coupled receptor 1,protein coding gene
GPR101,current symbol,MGI:2685211,Gpr101,G protein-coupled receptor 101,protein coding gene
GPR107,current symbol,MGI:2139054,Gpr107,G protein-coupled receptor 107,protein coding gene
GPR119,current symbol,MGI:2668412,Gpr119,G-protein coupled receptor 119,protein coding gene
GPR12,current symbol,MGI:101909,Gpr12,G-protein coupled receptor 12,protein coding gene
GPR132,current symbol,MGI:1890220,Gpr132,G protein-coupled receptor 132,protein coding gene
GPR135,current symbol,MGI:2676315,Gpr135,G protein-coupled receptor 135,protein coding gene
GPR137,current symbol,MGI:2147529,Gpr137,G protein-coupled receptor 137,protein coding gene
GPR137B,current symbol,MGI:1891463,Gpr137b,G protein-coupled receptor 137B,protein coding gene
GPR139,current symbol,MGI:2685341,Gpr139,G protein-coupled receptor 139,protein coding gene
GPR141,current symbol,MGI:2672983,Gpr141,G protein-coupled receptor 141,protein coding gene
GPR142,current symbol,MGI:2668437,Gpr142,G protein-coupled receptor 142,protein coding gene
GPR143,current symbol,MGI:107193,Gpr143,G protein-coupled receptor 143,protein coding gene
GPR146,current symbol,MGI:1933113,Gpr146,G protein-coupled receptor 146,protein coding gene
GPR149,current symbol,MGI:2443628,Gpr149,G protein-coupled receptor 149,protein coding gene
GPR15,current symbol,MGI:1918473,Gpr15,G protein-coupled receptor 15,protein coding gene
GPR150,current symbol,MGI:2441872,Gpr150,G protein-coupled receptor 150,protein coding gene
GPR151,current symbol,MGI:2441887,Gpr151,G protein-coupled receptor 151,protein coding gene
GPR152,current symbol,MGI:2685519,Gpr152,G protein-coupled receptor 152,protein coding gene
GPR153,current symbol,MGI:1916157,Gpr153,G protein-coupled receptor 153,protein coding gene
GPR155,current symbol,MGI:1915776,Gpr155,G protein-coupled receptor 155,protein coding gene
GPR156,current symbol,MGI:2653880,Gpr156,G protein-coupled receptor 156,protein coding gene
GPR157,current symbol,MGI:2442046,Gpr157,G protein-coupled receptor 157,protein coding gene
GPR158,current symbol,MGI:2441697,Gpr158,G protein-coupled receptor 158,protein coding gene
GPR160,current symbol,MGI:1919112,Gpr160,G protein-coupled receptor 160,protein coding gene
